Date,Latitude,Turbidity
2015-10-14,37.5,2.1089522821782176
2015-10-15,37.6,4.277989259887008
2015-10-15,37.7,1.24671002
2015-10-15,37.8,1.1348989791666668
2015-10-15,37.9,1.1143746551724139
2015-10-16,39.0,9.677840375
2015-10-17,38.1,0.9124055714285714
2015-10-17,38.2,1.0053463666666667
2015-10-17,38.3,0.7901737692307692
2015-10-17,38.4,0.7806987272727275
2015-10-17,38.5,0.7004172388059707
2015-10-17,38.6,0.6497713535879596
2015-10-17,38.7,0.628196623045741
2015-10-17,38.8,0.6748234000000004
2015-10-18,37.6,6.193282666666666
2015-10-18,37.7,4.611121714285714
2015-10-19,37.8,1.9791625
2015-10-19,37.9,1.419583943396226
2015-10-19,38.0,0.9409919814814816
2015-10-19,38.1,0.7685187169811318
2015-10-19,38.2,0.5775303090909092
2015-10-19,38.3,0.5381561272727273
2015-10-19,38.4,0.6046429642857144
2015-10-19,38.5,0.6248925087719299
2015-10-19,38.6,0.6593426071428572
2015-10-19,38.7,0.6471247543859651
2015-10-19,38.8,0.8123026363636364
2015-10-19,38.9,1.3331269056603774
2015-10-19,39.0,1.537434
2015-10-24,38.4,4.303323099999999
2015-10-24,38.5,4.331960614035087
2015-10-24,38.6,4.408959833333335
2015-10-24,38.7,4.155648192982458
2015-10-24,38.8,4.4067361228070165
2015-10-24,38.9,5.004978983333334
2015-10-24,39.0,4.301492764705881
2015-10-25,37.6,8.378886677966104
2015-10-25,37.7,7.102719982758618
2015-10-25,37.8,5.827275372881356
2015-10-25,37.9,5.118303966101694
2015-10-25,38.0,4.6525163275862065
2015-10-25,38.1,4.506545350877194
2015-10-25,38.2,4.633541086206899
2015-10-25,38.3,4.6885944821428565
2015-10-25,38.4,4.477494108108109
2015-11-09,37.6,9.984358398230082
2015-11-10,37.6,16.528795
2015-11-10,37.7,15.591917548387096
2015-11-10,37.8,11.830792999999998
2015-11-10,37.9,6.4350423220338975
2015-11-10,38.0,3.342503125000001
2015-11-10,38.1,1.7146611111111107
2015-11-10,38.2,1.3323867692307692
2015-11-10,38.3,1.3296697843137257
2015-11-10,38.4,1.2977122941176469
2015-11-10,38.5,1.3036567708333335
2015-11-10,38.6,1.4869240624999998
2015-11-10,38.7,2.0605751914893626
2015-11-10,38.8,2.8326463124999997
2015-11-10,38.9,3.710409551020407
2015-11-10,39.0,4.144414860465116
2015-11-11,37.6,5.557378833333333
2015-11-11,37.7,4.055359607843139
2015-11-11,37.8,3.8022964716981127
2015-11-11,37.9,5.061655905660378
2015-11-11,38.0,2.530752803921567
2015-11-11,38.1,1.6783072075471697
2015-11-11,38.2,1.4296015192307696
2015-11-11,38.3,1.4281443921568626
2015-11-11,38.4,1.4156594800000002
2015-11-11,38.5,1.419387208333333
2015-11-11,38.6,1.6474370208333333
2015-11-11,38.7,2.092124021739131
2015-11-11,38.8,2.8904320212765957
2015-11-11,38.9,4.053156595744681
2015-11-11,39.0,3.6335755714285725
2015-11-12,37.6,5.34327494
2015-11-12,37.7,3.851217634615386
2015-11-12,37.8,3.6361373818181835
2015-11-12,37.9,4.346006622641509
2015-11-12,38.0,3.0705202222222225
2015-11-12,38.1,2.3306800754716988
2015-11-12,38.2,2.1695820566037733
2015-11-12,38.3,2.1406959999999997
2015-11-12,38.4,2.152010087719298
2015-11-12,38.5,2.2038101851851852
2015-11-12,38.6,2.4908935090909083
2015-11-12,38.7,3.2281017592592596
2015-11-12,38.8,3.677060210526316
2015-11-12,38.9,4.265189055555556
2015-11-12,39.0,3.5345964642857153
2015-11-13,37.6,4.850015742857142
2015-11-13,37.7,3.5665406078431374
2015-11-13,37.8,3.403430274509803
2015-11-13,37.9,4.283696211538463
2015-11-13,38.0,3.0502296666666666
2015-11-13,38.1,2.577242211538462
2015-11-13,38.2,2.374460396226415
2015-11-13,38.3,2.3496985283018867
2015-11-13,38.4,2.3289575849056603
2015-11-13,38.5,2.342794886792453
2015-11-13,38.6,2.4606789230769235
2015-11-13,38.7,2.9261343076923074
2015-11-13,38.8,3.4230850980392153
2015-11-13,38.9,3.771889
2015-11-14,37.6,7.161863894736843
2015-11-14,37.7,4.333114760869565
2015-11-14,37.8,4.665416595744681
2015-11-14,37.9,5.0265310625
2015-11-14,38.0,4.108776791666666
2015-11-14,38.1,3.534012425531915
2015-11-14,38.2,3.4263916326530603
2015-11-14,38.3,3.370265326530612
2015-11-14,38.4,3.2582698113207553
2015-11-14,38.5,3.2973259
2015-11-14,38.6,3.5234519000000004
2015-11-14,38.7,4.083816957142855
2015-11-14,38.8,5.499286745762712
2015-11-14,38.9,6.385676780487805
2015-11-19,38.8,7.195876200000002
2015-11-19,38.9,6.5968341208791195
2015-11-19,39.0,5.60199755172414
2015-11-20,37.6,8.658782486486485
2015-11-20,37.7,6.55269129787234
2015-11-20,37.8,6.24373676344086
2015-11-20,37.9,6.283113726315787
2015-11-20,38.0,5.561455100000001
2015-11-20,38.1,5.044644867346939
2015-11-20,38.2,4.564629212121214
2015-11-20,38.3,4.563453010869564
2015-11-20,38.4,4.333333583333334
2015-11-20,38.5,4.416569901960785
2015-11-20,38.6,4.7007797799999995
2015-11-20,38.7,5.2293254897959205
2015-11-20,38.8,6.257060319148937
2015-11-20,38.9,5.810125562499999
2015-11-21,38.3,4.639612666666667
2015-11-21,38.4,4.612883253968255
2015-11-21,38.5,5.073450542857143
2015-11-21,38.6,5.342990837837837
2015-11-21,38.7,5.681372774647886
2015-11-21,38.8,5.916836580645164
2015-11-21,38.9,5.913944653846154
2015-11-21,39.0,5.864602464285716
2015-11-24,39.0,6.052109277777777
2015-11-25,39.0,6.507571799999999
2015-11-26,38.9,6.8621798750000025
2015-11-26,39.0,12.419233125
2015-11-27,37.6,18.041340277777778
2015-11-27,37.7,12.870934285714288
2015-11-27,37.8,7.929007938775511
2015-11-27,37.9,5.57763976923077
2015-11-27,38.0,3.8080863137254903
2015-11-27,38.1,3.3396189019607845
2015-11-27,38.2,3.2042070408163266
2015-11-27,38.3,3.247714500000001
2015-11-27,38.4,3.3862669787234037
2015-11-27,38.5,3.4678408085106387
2015-11-27,38.6,3.6890325777777777
2015-11-27,38.7,4.221128577777779
2015-11-27,38.8,4.743572085106382
2015-11-27,38.9,5.5556802941176455
2015-11-29,37.6,11.54050494871795
2015-11-29,37.7,7.488660517241379
2015-11-29,37.8,6.809485931034484
2015-11-29,37.9,6.955719423728816
2015-11-29,38.0,5.740453538461539
2015-11-29,38.1,5.244708915492958
2015-11-29,38.2,4.249462304347824
2015-11-29,38.3,4.444592676470588
2015-11-29,38.4,4.47257552112676
2015-11-29,38.5,5.064626417910447
2015-11-29,38.6,5.449514492063493
2015-11-29,38.7,6.349794583333335
2015-11-29,38.8,8.664975000000002
2015-11-29,38.9,8.873109222222222
2015-11-29,39.0,6.082441619047619
2015-12-04,38.7,5.7126087244897965
2015-12-04,38.8,5.763181095808384
2015-12-04,38.9,6.3030670714285755
2015-12-04,39.0,10.283704199999999
2015-12-05,37.6,15.931635738095238
2015-12-05,37.7,16.89457033333333
2015-12-05,37.8,12.649012571428573
2015-12-05,37.9,7.170349999999999
2015-12-05,38.0,5.4429346730769215
2015-12-05,38.1,4.814965979999999
2015-12-05,38.2,4.865706137254901
2015-12-05,38.3,4.947697274509805
2015-12-05,38.4,5.272744038461539
2015-12-05,38.5,5.433410773584906
2015-12-05,38.6,5.822983204081633
2015-12-05,38.7,6.14438525
2015-12-06,37.6,5.895688000000004
2015-12-06,37.7,5.895688000000004
2015-12-06,37.8,5.895688000000005
2015-12-06,37.9,5.895688000000005
2015-12-06,38.0,5.895688000000005
2015-12-06,38.1,5.895688000000005
2015-12-06,38.2,5.895688000000004
2015-12-06,38.3,5.895688000000005
2015-12-06,38.4,5.895688000000004
2015-12-06,38.5,5.895688000000004
2015-12-06,38.6,5.895688000000004
2015-12-06,38.7,5.895688000000004
2015-12-06,38.8,5.895688000000004
2015-12-06,38.9,5.895688000000004
2015-12-06,39.0,5.895688000000004
2015-12-08,37.6,6.7372627636363625
2015-12-08,37.7,4.848983795454546
2015-12-08,37.8,4.642214431818181
2015-12-08,37.9,4.115730399999999
2015-12-08,38.0,3.480711891304348
2015-12-08,38.1,2.638648818181817
2015-12-08,38.2,2.5505554545454547
2015-12-08,38.3,2.5725942727272724
2015-12-08,38.4,2.9581509777777772
2015-12-08,38.5,3.5247003863636355
2015-12-08,38.6,3.366741680851064
2015-12-08,38.7,3.332966739130435
2015-12-08,38.8,4.211911333333332
2015-12-08,38.9,4.220465711111111
2015-12-08,39.0,3.4922790000000004
2015-12-09,38.3,2.8533273636363643
2015-12-09,38.4,3.300152156862745
2015-12-09,38.5,3.7857821132075475
2015-12-09,38.6,3.6952447407407414
2015-12-09,38.7,3.7631108749999993
2015-12-09,38.8,4.391174684210526
2015-12-09,38.9,4.556745796296298
2015-12-09,39.0,4.497469780487805
2015-12-10,37.6,5.870230296874999
2015-12-10,37.7,4.196901408163265
2015-12-10,37.8,4.462302860000001
2015-12-10,37.9,4.050562040816326
2015-12-10,38.0,3.7237221199999992
2015-12-10,38.1,3.223183145833333
2015-12-10,38.2,2.73005987755102
2015-12-10,38.3,2.7579654000000002
2015-12-12,37.4,18.848232181818187
2015-12-12,37.5,11.805870353846156
2015-12-12,37.6,13.80081687755102
2015-12-12,37.7,7.981443208333334
2015-12-12,37.8,6.6134348958333335
2015-12-12,37.9,4.816862166666667
2015-12-12,38.0,4.202048468085107
2015-12-12,38.1,3.9172885106382975
2015-12-12,38.2,3.7314716470588225
2015-12-12,38.3,3.8195105192307697
2015-12-12,38.4,3.9364672040816324
2015-12-12,38.5,4.183908301886792
2015-12-12,38.6,4.193293846153845
2015-12-12,38.7,4.670998759259259
2015-12-12,38.8,5.360593578947367
2015-12-12,38.9,7.0808204807692325
2015-12-12,39.0,4.91184623076923
2015-12-13,37.6,9.466910561403504
2015-12-13,37.7,8.185162857142855
2015-12-13,37.8,6.854518249999999
2015-12-13,37.9,5.5336304081632655
2015-12-13,38.0,4.5855030833333315
2015-12-13,38.1,4.389392979591837
2015-12-13,38.2,4.282592041666667
2015-12-13,38.3,3.960344458333333
2015-12-13,38.4,3.981237509803922
2015-12-13,38.5,4.313856803921571
2015-12-13,38.6,4.368147942307693
2015-12-13,38.7,4.456921823529411
2015-12-13,38.8,4.986034039215688
2015-12-13,38.9,5.294292854166666
2015-12-13,39.0,6.190416516666668
2015-12-14,37.6,10.861562246376812
2015-12-14,37.7,8.208935491803281
2015-12-14,37.8,6.595002016666666
2015-12-14,37.9,5.902933711864409
2015-12-14,38.0,5.2023627118644065
2015-12-14,38.1,4.954022701754385
2015-12-14,38.2,5.0543245762711875
2015-12-14,38.3,4.940459852459017
2015-12-14,38.4,5.41878122580645
2015-12-14,38.5,6.487437462686567
2015-12-14,38.6,5.962373391304348
2015-12-14,38.7,6.467161968253966
2015-12-14,38.8,6.61453205
2015-12-14,38.9,7.60585218965517
2015-12-14,39.0,6.475645142857143
2015-12-18,37.6,12.5616269516129
2015-12-18,37.7,12.475210156862746
2015-12-18,37.8,7.7839559591836744
2015-12-18,37.9,5.883096354166667
2015-12-18,38.0,5.124481791666666
2015-12-18,38.1,5.3535741875000005
2015-12-18,38.2,5.1610223333333325
2015-12-18,38.3,5.190466699999999
2015-12-18,38.4,5.312542020408163
2015-12-18,38.5,5.391555823529412
2015-12-18,38.6,5.438559078431372
2015-12-18,38.7,5.749867346153848
2015-12-18,38.8,6.399927280000003
2015-12-18,38.9,6.286558163265305
2015-12-18,39.0,6.072141042553191
2015-12-21,37.6,10.609251955056173
2015-12-21,37.7,8.944221400000002
2015-12-21,37.8,7.601685740000001
2015-12-21,37.9,6.658273562500001
2015-12-21,38.0,6.3941508913043466
2015-12-21,38.1,6.555880577777777
2015-12-21,38.2,6.328892022222224
2015-12-21,38.3,6.402759577777778
2015-12-21,38.4,6.747763782608695
2015-12-21,38.5,6.674275866666666
2015-12-21,38.6,6.6017493333333315
2015-12-21,38.7,6.6311044444444445
2015-12-21,38.8,6.978114204545454
2015-12-21,38.9,7.214764558139532
2015-12-21,39.0,6.9468306
2015-12-28,37.6,9.277023863636364
2016-01-14,37.8,15.074624041666665
2016-01-14,37.9,11.947239666666663
2016-01-14,38.0,10.675712763157895
2016-01-14,38.1,7.651870205128203
2016-01-14,38.2,6.539508926829268
2016-01-14,38.3,5.514215743589743
2016-01-14,38.4,5.231149923076922
2016-01-14,38.5,5.0528727837837835
2016-01-14,38.6,5.508900081081082
2016-01-14,38.7,5.846688257142858
2016-01-14,38.8,5.803431058823529
2016-01-14,38.9,6.503097057142859
2016-01-14,39.0,13.381821307692308
2016-01-15,37.6,10.403821318181816
2016-01-15,37.7,5.915330102564103
2016-01-15,37.8,4.5052232564102574
2016-01-15,37.9,3.8399250769230773
2016-01-15,38.0,3.6946412820512817
2016-01-15,38.1,3.703020052631579
2016-01-15,38.2,3.5625623076923065
2016-01-15,38.3,3.742767743589744
2016-01-15,38.4,3.743811307692307
2016-01-15,38.5,4.081967650000001
2016-01-15,38.6,4.475728731707317
2016-01-15,38.7,5.249397225
2016-01-15,38.8,6.637569675
2016-01-15,38.9,6.296929658536586
2016-01-15,39.0,5.754536586206895
2016-01-20,37.6,54.47148300000002
2016-01-20,37.7,54.47148300000002
2016-01-20,37.8,29.27719072972974
2016-01-20,37.9,11.596159736842106
2016-01-20,38.0,7.975840684210528
2016-01-20,38.1,6.020578081081081
2016-01-20,38.2,5.6338485675675685
2016-01-20,38.3,5.4084963076923085
2016-01-20,38.4,5.28967094736842
2016-01-20,38.5,5.132500783783785
2016-01-20,38.6,5.259905947368421
2016-01-20,38.7,5.445724333333333
2016-01-20,38.8,5.742271055555554
2016-01-20,38.9,6.792175457142856
2016-01-20,39.0,6.988949076923077
2016-01-21,37.6,21.331168428571424
2016-01-21,37.7,13.892238425000002
2016-01-21,37.8,8.039625658536586
2016-01-21,37.9,5.8371984
2016-01-21,38.0,4.626453649999999
2016-01-21,38.1,4.490762538461538
2016-01-21,38.2,4.185632564102564
2016-01-21,38.3,4.195360282051283
2016-01-21,38.4,4.415531631578946
2016-01-21,38.5,4.708906702702703
2016-01-21,38.6,5.150474135135134
2016-01-21,38.7,5.918658833333333
2016-01-21,38.8,7.326565861111111
2016-01-21,38.9,7.683259472222223
2016-01-21,39.0,7.92189575
2016-01-25,37.6,84.30002689999998
2016-01-25,37.7,86.43050499999994
2016-01-25,37.8,86.43050499999994
2016-01-25,37.9,61.412793447368415
2016-01-25,38.0,13.35937807894737
2016-01-25,38.1,8.545241972222222
2016-01-25,38.2,7.002226805555556
2016-01-25,38.3,6.745753837837839
2016-01-25,38.4,6.355382971428573
2016-01-25,38.5,6.2043552
2016-01-25,38.6,12.252395742857141
2016-01-25,38.7,19.82727952941177
2016-01-25,38.8,10.483236264705878
2016-01-25,38.9,9.747882571428569
2016-01-25,39.0,11.94171964285714
2016-01-26,37.6,14.945524784313717
2016-01-26,37.7,15.037924633802819
2016-01-26,37.8,12.592036893333336
2016-01-26,37.9,10.320709243243243
2016-01-26,38.0,9.637574631578948
2016-01-26,38.1,9.09229992105263
2016-01-26,38.2,17.313523381578943
2016-01-26,38.3,12.927822999999997
2016-01-26,38.4,6.199270707317073
2016-01-26,38.5,6.178153439393937
2016-01-26,38.6,5.8972709534883725
2016-01-26,38.7,6.392136880952382
2016-01-26,38.8,7.443201902439024
2016-01-26,38.9,7.9377247073170745
2016-01-26,39.0,7.062422275862068
2016-01-27,38.5,7.025579866666665
2016-01-27,38.6,7.262938628571429
2016-01-27,38.7,7.524026205882351
2016-01-27,38.8,8.160074852941179
2016-01-27,38.9,8.36109841891892
2016-01-27,39.0,8.447611636363638
2016-01-28,37.6,9.823307617647059
2016-01-28,37.7,8.244115025641026
2016-01-28,37.8,7.487400250000002
2016-01-28,37.9,6.54099476923077
2016-01-28,38.0,6.150824512820513
2016-01-28,38.1,5.941463447368422
2016-01-28,38.2,5.871312175
2016-01-28,38.3,5.828345710526315
2016-01-28,38.4,5.958366743589743
2016-01-28,38.5,6.287013631578948
2016-01-28,38.6,7.2237615250000005
2016-01-28,38.7,7.198111300000001
2016-01-28,38.8,8.364013024390243
2016-01-28,38.9,9.003597666666666
2016-01-30,37.6,31.424857972222227
2016-01-30,37.7,30.900445512820507
2016-01-30,37.8,30.701781500000003
2016-01-31,37.8,26.277629243243236
2016-01-31,37.9,26.200292157894737
2016-01-31,38.0,24.16575668421053
2016-01-31,38.1,27.9606987027027
2016-01-31,38.2,36.56653451351351
2016-01-31,38.3,37.07604370270271
2016-01-31,38.4,54.94525527027029
2016-01-31,38.5,52.79747297297298
2016-01-31,38.6,47.795027486486475
2016-01-31,38.7,24.86390581578948
2016-01-31,38.8,12.313648205128205
2016-01-31,38.9,8.844235948717948
2016-01-31,39.0,11.290937689655173
2016-02-01,37.6,14.726628811111116
2016-02-01,37.7,13.846494973684209
2016-02-01,37.8,11.815924756410253
2016-02-01,37.9,10.24595316666667
2016-02-01,38.0,12.70174664864865
2016-02-01,38.1,13.468746561643838
2016-02-01,38.2,12.299531
2016-02-01,38.3,11.984584013157898
2016-02-01,38.4,16.010939526315788
2016-02-01,38.5,19.70949669333333
2016-02-01,38.6,13.456465689189194
2016-02-01,38.7,9.074456408163266
2016-02-01,38.8,8.051743550000001
2016-02-01,38.9,8.49592653846154
2016-02-01,39.0,8.972394333333334
2016-02-02,38.7,11.295284041666667
2016-02-02,38.8,9.381834218749999
2016-02-02,38.9,8.322094333333332
2016-02-02,39.0,10.364972967741936
2016-02-16,37.6,9.940197
2016-02-16,38.1,9.940197000000001
2016-02-16,38.2,9.940197000000008
2016-02-16,38.3,9.940197000000008
2016-02-16,38.4,9.940197000000008
2016-02-16,38.5,9.940197000000008
2016-02-16,38.6,9.827207909090909
2016-02-16,38.7,8.350631833333333
2016-02-16,38.8,8.890212550000001
2016-02-16,38.9,12.714586200000003
2016-02-16,39.0,15.528029566666667
2016-02-17,38.9,9.396761297297298
2016-02-17,39.0,9.32381474074074
2016-02-18,37.6,11.56294886666667
2016-02-18,37.7,9.951323799999997
2016-02-18,37.8,8.998441309523809
2016-02-18,37.9,8.494665651162789
2016-02-18,38.0,8.180436790697676
2016-02-18,38.1,8.02425988372093
2016-02-18,38.2,7.92899283333333
2016-02-18,38.3,7.921536571428571
2016-02-18,38.4,7.941887590909093
2016-02-18,38.5,8.042280204545456
2016-02-18,38.6,8.297378340909091
2016-02-18,38.7,8.549792642857145
2016-02-18,38.8,9.1961097
2016-02-18,38.9,9.229089
2016-02-19,37.6,14.209283743589745
2016-02-19,37.7,12.328123794871793
2016-02-19,37.8,10.829055025641022
2016-02-19,37.9,9.840428794871794
2016-02-19,38.0,9.110867538461541
2016-02-19,38.1,8.737371842105262
2016-02-19,38.2,8.643180368421051
2016-02-19,38.3,8.55233987804878
2016-02-19,38.4,8.510619315789471
2016-02-19,38.5,8.506285384615383
2016-02-19,38.6,8.589963926829267
2016-02-19,38.7,8.710520285714287
2016-02-19,38.8,8.873594282051284
2016-02-19,38.9,9.700900435897438
2016-02-19,39.0,9.9936365
2016-02-21,37.6,9.821357599999999
2016-02-21,37.7,9.54062741463415
2016-02-21,37.8,8.966127511627906
2016-02-21,37.9,8.574746804878048
2016-02-21,38.0,8.296401
2016-02-21,38.1,8.246067414634144
2016-02-21,38.2,8.26944761904762
2016-02-21,38.3,8.275468853658538
2016-02-21,38.4,8.319010682926827
2016-02-21,38.5,8.40233912195122
2016-02-21,38.6,8.651508625
2016-02-21,38.7,8.980677263157894
2016-02-21,38.8,9.503979236842104
2016-02-21,38.9,9.657569684210525
2016-02-21,39.0,9.667498339285714
2016-02-22,37.6,13.979590085106384
2016-02-22,37.7,11.157319057142855
2016-02-22,37.8,10.05715617142857
2016-02-22,37.9,9.716829194444447
2016-02-22,38.0,9.766039514285714
2016-02-22,38.1,9.622571833333332
2016-02-22,38.2,10.949964444444445
2016-02-22,38.3,16.525336000000003
2016-02-22,38.4,51.6419084054054
2016-02-22,38.5,41.45649977499998
2016-02-22,38.6,19.63269956410256
2016-02-22,38.7,11.89949187179487
2016-02-22,38.8,9.975530900000003
2016-02-22,38.9,9.932770649999998
2016-02-22,39.0,9.77283625
2016-02-23,37.6,12.441325085714283
2016-02-23,37.7,10.490668926829269
2016-02-23,37.8,9.673256785714283
2016-02-23,37.9,9.40707264285714
2016-02-23,38.0,9.151283902439026
2016-02-23,38.1,9.094828300000003
2016-02-23,38.2,9.022154324999997
2016-02-23,38.3,9.018736099999998
2016-02-23,38.4,9.094374512820512
2016-02-23,38.5,9.221761473684213
2016-02-23,38.6,9.464178999999998
2016-02-23,38.7,9.852260289473685
2016-02-23,38.8,10.58095602564103
2016-02-23,38.9,10.860916179487182
2016-02-23,39.0,11.04601525
2016-02-24,37.4,15.204510999999998
2016-02-25,37.6,11.015556491525423
2016-02-25,37.7,7.360961846153846
2016-02-25,37.8,6.039554243243242
2016-02-25,37.9,5.320696621621622
2016-02-25,38.0,4.541246552631579
2016-02-25,38.1,4.222187722222222
2016-02-25,38.2,4.0969275135135135
2016-02-25,38.3,3.969664222222222
2016-02-25,38.4,3.9286651621621616
2016-02-25,38.5,3.915111378378377
2016-02-25,38.6,3.9660794324324313
2016-02-25,38.7,4.180491081081081
2016-02-25,38.8,4.567092891891892
2016-02-25,38.9,5.617564162162163
2016-02-25,39.0,6.008162888888889
2016-03-01,37.6,12.25442475
2016-03-01,37.7,11.625657578947369
2016-03-01,37.8,8.288087789473684
2016-03-01,37.9,6.1901731621621625
2016-03-01,38.0,6.413823899999999
2016-03-01,38.1,4.80419452631579
2016-03-01,38.2,4.51442481081081
2016-03-01,38.3,4.360062763157896
2016-03-01,38.4,4.475976054054054
2016-03-01,38.5,4.545204666666666
2016-03-01,38.6,4.498532090909091
2016-03-02,38.6,4.5223379999999995
2016-03-02,38.7,4.595887514285714
2016-03-02,38.8,4.826834285714287
2016-03-02,38.9,5.068727
2016-03-02,39.0,5.7723528333333345
2016-03-05,37.6,7.085986587301588
2016-03-05,37.7,5.8885719750000005
2016-03-05,37.8,4.637809512820514
2016-03-05,37.9,4.825144230769229
2016-03-05,38.0,4.57433894736842
2016-03-05,38.1,4.4375647435897445
2016-03-05,38.2,4.4161070256410255
2016-03-05,38.3,4.430953564102564
2016-03-05,38.4,4.432626874999999
2016-03-05,38.5,4.490302948717949
2016-03-05,38.6,4.449037025000001
2016-03-05,38.7,4.896826512820513
2016-03-05,38.8,5.869853025641028
2016-03-05,38.9,6.633461368421053
2016-03-05,39.0,6.496694139999999
2016-03-06,37.6,10.060677826086957
2016-03-06,37.7,7.39584177142857
2016-03-06,37.8,6.220603378378379
2016-03-06,37.9,4.8394565675675665
2016-03-06,38.0,4.59333638888889
2016-03-06,38.1,4.525664257142857
2016-03-06,38.2,4.511611638888888
2016-03-06,38.3,4.448263833333333
2016-03-06,38.4,4.413096657142857
2016-03-06,38.5,4.48222182857143
2016-03-06,38.6,4.594566250000001
2016-03-06,38.7,4.687276628571429
2016-03-06,38.8,4.700114055555556
2016-03-06,38.9,5.379840555555556
2016-03-06,39.0,6.070781692307691
2016-03-09,39.0,7.676889732142856
2016-03-10,37.6,9.575043181818183
2016-03-10,37.7,7.159643949999999
2016-03-10,37.8,4.809219874999998
2016-03-10,37.9,4.5632351219512195
2016-03-10,38.0,4.939709725
2016-03-10,38.1,5.149126390243901
2016-03-10,38.2,5.2936150249999985
2016-03-10,38.3,5.299741846153847
2016-03-10,38.4,5.381269051282051
2016-03-10,38.5,5.565122024999999
2016-03-10,38.6,5.552357153846153
2016-03-10,38.7,5.866369384615384
2016-03-10,38.8,6.809776410256411
2016-03-10,38.9,7.177777524999999
2016-03-10,39.0,6.759990999999999
2016-03-13,37.6,7.896236086956524
2016-03-13,37.7,6.198890263157897
2016-03-13,37.8,5.023950868421053
2016-03-13,37.9,4.999095282051284
2016-03-13,38.0,5.045218666666665
2016-03-13,38.1,5.263838128205129
2016-03-13,38.2,5.39703535
2016-03-13,38.3,5.3817671904761895
2016-03-13,38.4,5.444703121951222
2016-03-13,38.5,5.788861390243904
2016-03-13,38.6,6.176372707317072
2016-03-13,38.7,6.55913312195122
2016-03-13,38.8,7.948083174999999
2016-03-13,38.9,7.964808769230771
2016-03-13,39.0,8.460371333333336
2016-03-14,37.6,12.298978704545455
2016-03-14,37.7,8.743175714285712
2016-03-14,37.8,7.276966529411763
2016-03-14,37.9,6.02897594117647
